Topics,Replies,Views,Time
"Background CheckBackground Check
James, 2013",4,1108,2013
"Agencies Obtaining Prior OPM InvestigationAgencies Obtaining Prior OPM Investigation
Jay Smith, 2013",2,952,2013
"SP86SP86
at1178, 2013",3,1746,2013
"Renewing secret clearanceRenewing secret clearance
at1178, 2013",1,1396,2013
"TS/SCI Paperwork QuestionsTS/SCI Paperwork Questions
Applicant, 2013",1,1146,2013
"Pre-Employment Background ChecksPre-Employment Background Checks
former-fed, 2013",9,4508,2013
"TS BITS BI
UglyStrike, 2013",2,1290,2013
"Security Clearance and Drug TestingSecurity Clearance and Drug Testing
j.wong3250, 2012",12,81306,2012
"Reactivating Clearance in a Different AgencyReactivating Clearance in a Different Agency
Jay Smith, 2013",4,930,2013
"Prior Employment E-QIP questionPrior Employment E-QIP question
Dresden, 2013",8,1810,2013
"What is the worst that can happen?What is the worst that can happen?
Eva, 2013",1,1531,2013
"facebook, on a lighter side, but with some truthfacebook, on a lighter side, but with some truth
indy_phal, 2013-  1 , 2",32,6969,2013
"2nd round of reference interviews?2nd round of reference interviews?
Nathan, 2013",2,1455,2013
"SF86 and antidepressantsSF86 and antidepressants
NeedFedJob, 2013",4,2320,2013
"Steve Job&#039;s SF-86 and background checkSteve Job&#039;s SF-86 and background check
Tiredofwork, 2013",4,2138,2013
"Why Would Anyone Take A PolygraphWhy Would Anyone Take A Polygraph
Tiredofwork, 2013",17,3558,2013
"odd clearance suspensionodd clearance suspension
livermonandonions, 2013",0,1714,2013
"Taking poly with interim TS?Taking poly with interim TS?
Mau5, 2013",2,962,2013
"Security Clearance lawyer recommendation? The bestSecurity Clearance lawyer recommendation? The best
frankieval, 2013",2,1339,2013
"When is an EQIP required?When is an EQIP required?
jokyfo, 2013",1,1103,2013
"Secret Clearance QuestionsSecret Clearance Questions
ssk1974, 2013",2,1463,2013
"Copy of BICopy of BI
andre abouzeid, 2013",1,896,2013
"Security Clearance Worried -- Help PleaseSecurity Clearance Worried -- Help Please
Dilshad, 2013",14,5220,2013
"Well this is interesting...Well this is interesting...
GBaltar, 2013",15,6816,2013
"TS ChancesTS Chances
Dumbledore, 2013",4,1133,2013
"Will I be approved for a public trustWill I be approved for a public trust
jeff, 2013",3,13957,2013
"Who can view your sf-86 and adjudication filesWho can view your sf-86 and adjudication files
l'enfant, 2013",1,2344,2013
"Interim Secret Clearance DenialInterim Secret Clearance Denial
crixus, 2013",5,5757,2013
"EQIP questionnaire, what is it?EQIP questionnaire, what is it?
jokyfo, 2013",1,3960,2013
"New Information on clearance statusNew Information on clearance status
G. L. Smith, 2013",7,1192,2013
"Background checks that can&#039;t be done?Background checks that can&#039;t be done?
GSBS, 2013",8,2200,2013
"army civilian job security clearancearmy civilian job security clearance
h kang, 2013",0,1307,2013
"SF85 and tax returnsSF85 and tax returns
David, 2013",5,1212,2013
"Public Trust and Credit IssuesPublic Trust and Credit Issues
R&#111;n, 2013",2,3166,2013
"Clearance Adjudication QuestionClearance Adjudication Question
Mike, 2013",4,1542,2013
"Supervising Foreign NationalsSupervising Foreign Nationals
GoingGS, 2013",1,865,2013
"background questionsbackground questions
mlzz, 2013",1,1126,2013
"I was misinformed during my BII was misinformed during my BI
frankieval, 2013",2,1185,2013
"SF86 Question 10.2 HELP! - old foreign passportSF86 Question 10.2 HELP! - old foreign passport
JohnQ, 2013",1,2069,2013
"SF 85P Question regarding &quot;fine&quot;amountSF 85P Question regarding &quot;fine&quot;amount
Runner11, 2013",6,2448,2013
"Clarification Needed on InterimsClarification Needed on Interims
Nathan, 2013",1,773,2013
"Uncooperative Relatives (SF86)Uncooperative Relatives (SF86)
Rob, 2013",1,3208,2013
"Sponsoring Alien Relative for VisitationSponsoring Alien Relative for Visitation
steppinthrax, 2013",3,911,2013
"Dating a Foreign NationalDating a Foreign National
Jas&#111;n, 2013",9,23384,2013
"Foreign academic scholarship and clearabilityForeign academic scholarship and clearability
Abd Tun, 2013",9,1769,2013
"Written response to LOI or personal appearanceWritten response to LOI or personal appearance
frankieval, 2013",1,1575,2013
"2 Questions I need help on2 Questions I need help on
G. L. Smith, 2013",0,774,2013
"OmbudsmanOmbudsman
Gaskets, 2013",2,798,2013
"Russian contactsRussian contacts
ram134, 2013-  1 , 2",25,6608,2013
"Question on the e86 and VA fileQuestion on the e86 and VA file
Sam Luks, 2013",1,905,2013
"Contact employer for sf85p?Contact employer for sf85p?
dsptWF, 2013",0,859,2013
"Russian born Army officer w.foreign fiance. TS/SCIRussian born Army officer w.foreign fiance. TS/SCI
MontBlanc, 2013-  1 , 2",24,5725,2013
"What kind of questions are asked during a Poly?What kind of questions are asked during a Poly?
Greg, 2013",17,63234,2013
"Switching employers and keeping SCI questionsSwitching employers and keeping SCI questions
Bob123, 2013",11,1779,2013
"Foreign Travel Interim SecretForeign Travel Interim Secret
sxm777, 2013",7,2630,2013
"Clearance and Start DateClearance and Start Date
cabman54, 2013",4,1508,2013
"Investigation and current employerInvestigation and current employer
Rene Hernandez, 2013",8,6426,2013
"DOHA - What happens when your file is sent there?DOHA - What happens when your file is sent there?
lahrp40, 2013",1,1509,2013
"How long does clearance usually take?How long does clearance usually take?
Mind Explorer, 2013",2,2009,2013
"Does Credit get pulled with EVERY investigation?Does Credit get pulled with EVERY investigation?
blkchr91, 2013",9,2731,2013
"Provide Supplemental Info. Post InterviewProvide Supplemental Info. Post Interview
Gaskets, 2013",1,1106,2013
"A Question For Senior InvestigatorsA Question For Senior Investigators
FIGHTER07, 2013",0,804,2013
"RRU Declined? :(RRU Declined? :(
Investigator, 2013",8,2738,2013
"Can Someone Please Answer???Can Someone Please Answer???
Dilshad, 2013",9,2067,2013
"Previous Job OfferPrevious Job Offer
ncps, 2013",0,1236,2013
"International transactionsInternational transactions
jdaz38, 2013",0,2029,2013
"State tax oversight on e-QipState tax oversight on e-Qip
KWB2112, 2013",4,3133,2013
"Prior employer/end of contractPrior employer/end of contract
Crickettime, 2013",1,1211,2013
"Need to vent (clearance delays)Need to vent (clearance delays)
Nathan, 2013",6,1727,2013
"SF-86 previos employer questionSF-86 previos employer question
Devin, 2013",1,882,2013
"SF-86- How detailed?SF-86- How detailed?
bluebeetle5, 2013",3,8442,2013
"Hold a DOD TS and just got reckless driving ticketHold a DOD TS and just got reckless driving ticket
blkchr91, 2013-  1 , 2",29,19985,2013
"Budget effects on Security Clearance?Budget effects on Security Clearance?
Hippo1, 2013",2,945,2013
"ANACI clearance denied from DoD.have DoVA clearancANACI clearance denied from DoD.have DoVA clearanc
Edward, 2013-  1 , 2",22,7754,2013
"Seceret FAA ATCSeceret FAA ATC
danda12c, 2013",3,1620,2013
"Company ClosedCompany Closed
G. L. Smith, 2013",1,901,2013
"Antidepressant and Top SecretAntidepressant and Top Secret
Bridget Brown, 2013",5,6016,2013
"security investigation questionsecurity investigation question
jdaz38, 2013",1,1142,2013
"CLEARANCE GRANTED!CLEARANCE GRANTED!
Matt, 2013",6,2132,2013
"How long does a BI last?How long does a BI last?
G. L. Smith, 2013",1,1056,2013
"Public Trust with CBP in &quot;Delay Status&quot;Public Trust with CBP in &quot;Delay Status&quot;
shivamydog, 2013",1,1663,2013
"&quot;Secret&quot; Marriage Issue&quot;Secret&quot; Marriage Issue
Marie, 2013",6,2059,2013
"DOHADOHA
Janet, 2013",6,1464,2013
"ClearanceClearance
patty burt, 2013",1,1233,2013
"LOJ StigmaLOJ Stigma
Clark30, 2013",9,2157,2013
"USPS Sensitive ClearanceUSPS Sensitive Clearance
littleK, 2013",1,18904,2013
"questionquestion
Dee Cas, 2013",5,1117,2013
"Question regarding education background checkQuestion regarding education background check
Brian, 2013",4,4414,2013
"How many applicants did not pass security check?How many applicants did not pass security check?
hope4gov, 2013-  1 , 2 , 3",59,28585,2013
"Shall I contact OPM security investigator and how?Shall I contact OPM security investigator and how?
FEDee, 2013",4,1293,2013
"Short BI = Good Sign?Short BI = Good Sign?
question321, 2013",1,1245,2013
"Marry a foreigner now or later?Marry a foreigner now or later?
Patrick123, 2013",9,4906,2013
"Will that hurt?Will that hurt?
FEDee, 2013",4,1809,2013
"Already have TS, now experiencing financial issuesAlready have TS, now experiencing financial issues
anonTS, 2013",10,2556,2013
"CI Poly concerns -- digging up the dirtCI Poly concerns -- digging up the dirt
MikeVA11, 2013",4,4724,2013
"Any help greatly appreciatedAny help greatly appreciated
pilotmike327, 2013",2,1136,2013
"SSBI to SCI - wowSSBI to SCI - wow
cleardog, 2013",4,1766,2013
"Credit problemsCredit problems
Patrick_Henry, 2013",3,1310,2013
"security clearance and marijuana usesecurity clearance and marijuana use
raider dude, 2019",3,2872,2019
"Interim issued AFTER closed investigation?Interim issued AFTER closed investigation?
Matt, 2013",0,886,2013
"Questions about the BI processQuestions about the BI process
FedSomeday, 2013",18,5319,2013
"No Determination MadeNo Determination Made
Janet, 2013",9,3650,2013
"Does LON/Admin = termination?Does LON/Admin = termination?
HW Qualls, 2013",4,1167,2013
"What is the &quot;SCI - DCID 6/4&quot; security clearance?What is the &quot;SCI - DCID 6/4&quot; security clearance?
skunker, 2013",2,56332,2013
"OPM Status of Investigation (Freedom of Info)OPM Status of Investigation (Freedom of Info)
Craig, 2013",6,2586,2013
"employment history on sf85employment history on sf85
jeff, 2013",7,1656,2013
"Once a BI is initiated...Once a BI is initiated...
Eva, 2013",5,1286,2013
"employment historyemployment history
holycoww, 2013",0,886,2013
"Credentialing, Suitability, and Security ClearanceCredentialing, Suitability, and Security Clearance
GenuineRisk, 2013",0,975,2013
"Denied FBI employment offered military positionDenied FBI employment offered military position
mispoken, 2013",6,1310,2013
"SF 85 vs SF 86SF 85 vs SF 86
Janet, 2013",3,6396,2013
"A few questions regarding SecretA few questions regarding Secret
sxm777, 2013",6,16900,2013
"Investigation continues despite rescinding offerInvestigation continues despite rescinding offer
davidg1982, 2013",15,5385,2013
"Employment History for Background CheckEmployment History for Background Check
Lin, 2013",3,2261,2013
"SF-85P QuestionsSF-85P Questions
John, 2013",5,4470,2013
"NACINACI
Janet, 2013",1,801,2013
"Personal interview done. No body else contacted.Personal interview done. No body else contacted.
snands69, 2013",3,3920,2013
"Would an investigator/adjudicator care about this?Would an investigator/adjudicator care about this?
question321, 2013",5,1604,2013
"Intent to deny!Intent to deny!
indy_phal, 2013",19,7553,2013
"DOHA - How Long?DOHA - How Long?
Thomas J. Shelt&#111;n, 2013",1,798,2013
"On board before clearance?On board before clearance?
FEDee, 2013",0,841,2013
"Changes for DISCO and DOHAChanges for DISCO and DOHA
buckeyeguy2010, 2012",17,4697,2012
"Chance of being approved for an interim clearanceChance of being approved for an interim clearance
inspSpacetime, 2013",5,2393,2013
"Hard to get TS/SCI from a TS with these &quot;issues&quot;?Hard to get TS/SCI from a TS with these &quot;issues&quot;?
blkchr91, 2012",7,4961,2012
"Adjudicators and the Whole Person ConceptAdjudicators and the Whole Person Concept
Matt, 2013",0,1729,2013
"Veterans Administration Background InvestigationVeterans Administration Background Investigation
thatotherguy, 2013",3,5077,2013
"suitability determinationsuitability determination
Richard, 2013",2,1739,2013
"FBI TS Job HistoryFBI TS Job History
navyairman22, 2013",0,803,2013
"Potentially Turning Down a Conditional OfferPotentially Turning Down a Conditional Offer
BothCoasts, 2013",6,14748,2013
"How different are standards for TS and TS/SCI?How different are standards for TS and TS/SCI?
question321, 2013",1,1314,2013
"Secret ClearanceSecret Clearance
fred, 2013",4,1301,2013
"Strange case of the citizenship that came back.Strange case of the citizenship that came back.
Eric Lars&#111;n, 2013",9,2779,2013
"Start date and security clearance statusStart date and security clearance status
Christina, 2013",0,1174,2013
"Nervous about my shy bladderNervous about my shy bladder
Sam Griswald, 2013",5,901,2013
"TS/SCI Granted...TS/SCI Granted...
gene, 2013",2,2455,2013
"Shall I let my current employer know now?Shall I let my current employer know now?
FEDee, 2013",9,9111,2013
"What&#039;s the ProcessWhat&#039;s the Process
Thomas J. Shelt&#111;n, 2013",2,1048,2013
"Fingerprints Help!Fingerprints Help!
Scott, 2013",8,4802,2013
"Agency will not issue SORAgency will not issue SOR
margherita, 2013",5,1091,2013
"Part-Time WorkPart-Time Work
Interested11, 2013",1,889,2013
"Possible hiccups for interim clearancePossible hiccups for interim clearance
Brian, 2013",0,848,2013
"Q about Length of Adjudication PeriodQ about Length of Adjudication Period
mmt, 2013",2,2385,2013
"Waiting to Fill-out SF-86Waiting to Fill-out SF-86
Nathan, 2013",2,1118,2013
"BI interviewBI interview
hope4gov, 2013",1,940,2013
"CAC and Personal TrustCAC and Personal Trust
Lisa, 2013",0,1493,2013
"How long does security clearance take?How long does security clearance take?
FEDee, 2013",3,2327,2013
"Restricted license, DUIRestricted license, DUI
missdixie33, 2013",1,811,2013
"What happens after tenative offer?What happens after tenative offer?
Phil Breedlove, 2013",4,1286,2013
"Criteria not met, Clearance Denied?Criteria not met, Clearance Denied?
Skibum99, 2013",9,2137,2013
"Is it normal for two BI&#039;s to contact you?Is it normal for two BI&#039;s to contact you?
Matt, 2013",4,664,2013
"SF-86 Drug QuestionSF-86 Drug Question
Hawkfan79, 2013",0,955,2013
"Discrepency between the SF-86 and SF-85PSDiscrepency between the SF-86 and SF-85PS
IslandStyle82, 2013",4,2057,2013
"New Job Requires ClearanceNew Job Requires Clearance
zach, 2013",9,1758,2013
"Alcohol Use QuestionAlcohol Use Question
newmannewer, 2013",3,1117,2013
"Filling out your security clearance paperwork!Filling out your security clearance paperwork!
Summer, 2013",5,3247,2013
"Question Regarding Dual CitizenshipQuestion Regarding Dual Citizenship
rescue_dawn, 2013",2,872,2013
"Tired of being a BGI?Tired of being a BGI?
Special.Investigator, 2013",8,2667,2013
"Which stage is my case at?Which stage is my case at?
Matt, 2013",1,848,2013
"Duration of AdjudicationDuration of Adjudication
Gaskets, 2013",2,1220,2013
"DoD to DEADoD to DEA
CTR2FED, 2013",0,1409,2013
"Keep on interviewing?Keep on interviewing?
rockyru12, 2013",1,745,2013
"How long for pre-approval??How long for pre-approval??
Amie Martin, 2013",0,1063,2013
"Case sent to wrong investigatorCase sent to wrong investigator
lahrp40, 2013",12,1900,2013
"WHS CAF adjudication timelineWHS CAF adjudication timeline
emanuel papp, 2020",6,2129,2020
"Interview questionsInterview questions
acanning, 2012",1,4268,2012
"Loss of Jurisdiction (LOJ) - Clearances suspended.Loss of Jurisdiction (LOJ) - Clearances suspended.
ShawnS, 2020",4,22054,2020
"Personal medical records question?Personal medical records question?
IslandStyle82, 2013",15,75721,2013
"What can my companies security officer see/do?What can my companies security officer see/do?
lahrp40, 2013",2,953,2013
"Secret Clearance-ReinvestigationSecret Clearance-Reinvestigation
Mark Ostein, 2013",0,1367,2013
